image_path,caption
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16493_endo.png,"Laparoscopic view showing abdominal wall, blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16494_endo.png,"Laparoscopic view showing abdominal wall, blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16495_endo.png,"Laparoscopic view showing abdominal wall, blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16496_endo.png,"Laparoscopic view showing abdominal wall, blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16497_endo.png,"Laparoscopic view showing abdominal wall, blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16498_endo.png,"Laparoscopic view showing abdominal wall, blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16499_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_164_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16500_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16501_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16502_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16503_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16504_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16585_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16586_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16587_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16588_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16589_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16590_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16591_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16592_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16593_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16594_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16595_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16596_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16597_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16598_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16599_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_165_endo.png,"Laparoscopic view showing abdominal wall, fat, gallbladder, liver. Instrument(s) present: grasper."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16600_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16601_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16602_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16603_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16604_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16605_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16606_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16607_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16608_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16609_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16610_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16611_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16612_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16613_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16614_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16615_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16616_endo.png,"Laparoscopic view showing blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16617_endo.png,"Laparoscopic view showing abdominal wall, blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16618_endo.png,"Laparoscopic view showing abdominal wall, blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16619_endo.png,"Laparoscopic view showing abdominal wall, blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16620_endo.png,"Laparoscopic view showing abdominal wall, connective tissue, fat, gallbladder, liver."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16621_endo.png,"Laparoscopic view showing abdominal wall, blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16622_endo.png,"Laparoscopic view showing abdominal wall, blood, connective tissue, cystic duct, fat, gallbladder, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16623_endo.png,"Laparoscopic view showing abdominal wall, blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16624_endo.png,"Laparoscopic view showing abdominal wall, blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
f:\World_Agent_Enoscopy\datasets\CholecSeg8k\images\video01_frame_16625_endo.png,"Laparoscopic view showing abdominal wall, blood, connective tissue, cystic duct, fat, gallbladder, gastrointestinal tract, liver. Instrument(s) present: grasper. Bleeding is visible in the field."
