dataset,sequence_id,modality,frames_dir,num_frames,has_depth,has_mask,has_stereo,split,sample_frame,domain
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\15aba7e4-e314-4b71-b487-0aaf7f05784c.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/15aba7e4-e314-4b71-b487-0aaf7f05784c.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\15c365ca-a3c1-465b-949a-d2262a086f81.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/15c365ca-a3c1-465b-949a-d2262a086f81.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1604ddda-34c8-4fea-943d-3a05ba83c82e.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1604ddda-34c8-4fea-943d-3a05ba83c82e.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\164c76bd-cf72-46f6-a643-ddfecb6448d7.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/164c76bd-cf72-46f6-a643-ddfecb6448d7.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\16963978-a8e4-4769-a5de-b7585c7323a5.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/16963978-a8e4-4769-a5de-b7585c7323a5.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\16e7e461-a9a7-4b04-8d2c-155de3eb1c90.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/16e7e461-a9a7-4b04-8d2c-155de3eb1c90.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\17241dcf-de85-461d-9435-f5134035aacb.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/17241dcf-de85-461d-9435-f5134035aacb.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\17d4f706-b2c0-4d46-9082-92094e6e90fc.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/17d4f706-b2c0-4d46-9082-92094e6e90fc.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\18399b93-7750-41ca-ad6d-5712d996f039.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/18399b93-7750-41ca-ad6d-5712d996f039.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\19f60cad-74fb-41a3-83e0-6b4d7f789b3a.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/19f60cad-74fb-41a3-83e0-6b4d7f789b3a.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1a15b57d-edb2-4c39-b5a7-b85d4e2404bd.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1a15b57d-edb2-4c39-b5a7-b85d4e2404bd.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1c9578a7-d1c3-45bb-9594-e984aa77fddb.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1c9578a7-d1c3-45bb-9594-e984aa77fddb.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1cd5428d-fd6c-472f-a363-81781a3b91a1.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,val,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1cd5428d-fd6c-472f-a363-81781a3b91a1.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1db75715-7c9b-4017-8c3f-389b3d185411.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1db75715-7c9b-4017-8c3f-389b3d185411.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1ddbfddd-24e5-41cf-a3c3-bab8e92def55.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1ddbfddd-24e5-41cf-a3c3-bab8e92def55.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1de3ef0f-d54d-49e3-98a1-a919c5552a64.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1de3ef0f-d54d-49e3-98a1-a919c5552a64.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1e2fd8b3-6f22-40bf-bc4b-fc3949897fa0.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1e2fd8b3-6f22-40bf-bc4b-fc3949897fa0.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1e453eb9-7e7e-4c53-88de-8ed97dc6694c.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1e453eb9-7e7e-4c53-88de-8ed97dc6694c.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1e8d4bbe-234c-4610-9093-95d40ea50f33.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1e8d4bbe-234c-4610-9093-95d40ea50f33.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1f17e901-9ba3-4536-abfe-d6a9a039e983.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1f17e901-9ba3-4536-abfe-d6a9a039e983.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1f7821b9-f4e4-4bb1-ae9a-a3d36abf7b6f.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1f7821b9-f4e4-4bb1-ae9a-a3d36abf7b6f.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1f7e03fd-06da-4823-94a6-11293897f545.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1f7e03fd-06da-4823-94a6-11293897f545.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\1fe787f4-b316-4f7e-a1bc-c6ad001f4b1c.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/1fe787f4-b316-4f7e-a1bc-c6ad001f4b1c.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\20be5f51-60c9-4d65-bc4a-1fbd3197c0ef.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/20be5f51-60c9-4d65-bc4a-1fbd3197c0ef.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\20cdb729-afeb-42c2-b478-b54e24221ecd.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/20cdb729-afeb-42c2-b478-b54e24221ecd.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\211cd51d-d11a-4725-8772-97447201e9dd.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/211cd51d-d11a-4725-8772-97447201e9dd.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\226ad7b7-00bd-4679-8a7a-bc7c07f0dc51.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/226ad7b7-00bd-4679-8a7a-bc7c07f0dc51.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\2330e8a9-3238-4e3f-8d77-0d6ff5dbc0f1.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2330e8a9-3238-4e3f-8d77-0d6ff5dbc0f1.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\234a1785-c3b2-427d-aee2-0ec0eb184cb4.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/234a1785-c3b2-427d-aee2-0ec0eb184cb4.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\2383d344-9474-448b-a0b3-f9aa173954cc.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2383d344-9474-448b-a0b3-f9aa173954cc.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\2446bb8b-454f-409a-ae5a-ff5ad5fb2409.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2446bb8b-454f-409a-ae5a-ff5ad5fb2409.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\25290d81-fa23-40f3-afe0-a7ad85003e9f.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/25290d81-fa23-40f3-afe0-a7ad85003e9f.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\26833e6c-e275-4a47-9cc8-cdcfd4bb7073.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/26833e6c-e275-4a47-9cc8-cdcfd4bb7073.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\26c197fc-9b0a-47da-a44c-4cff4ed3b95d.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/26c197fc-9b0a-47da-a44c-4cff4ed3b95d.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\27dd21a7-a8b1-4220-855a-ce397ceb6261.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/27dd21a7-a8b1-4220-855a-ce397ceb6261.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\29170a58-50d8-452b-ab39-5e9c641f5ae9.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/29170a58-50d8-452b-ab39-5e9c641f5ae9.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\29c2db01-5525-4fff-8768-40a8b6fa5f4d.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/29c2db01-5525-4fff-8768-40a8b6fa5f4d.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\29ce8d04-c184-42fa-ac05-322d3a2d37bd.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/29ce8d04-c184-42fa-ac05-322d3a2d37bd.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\2a200509-e1d3-46bd-8ae7-7fb1a8491709.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2a200509-e1d3-46bd-8ae7-7fb1a8491709.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\2ad8b6ac-7f77-430b-91be-6f5a6b2adaff.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2ad8b6ac-7f77-430b-91be-6f5a6b2adaff.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\2b666ea0-1f01-4856-8ff4-a17fe7e9842b.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2b666ea0-1f01-4856-8ff4-a17fe7e9842b.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\2b80a3ae-e457-484d-955f-c2295de44bff.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2b80a3ae-e457-484d-955f-c2295de44bff.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\2bf8d4ba-356a-4d3e-bc30-27e52d661670.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2bf8d4ba-356a-4d3e-bc30-27e52d661670.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\2eb34265-6359-4233-bdbb-71f3389e220a.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2eb34265-6359-4233-bdbb-71f3389e220a.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\2f27d098-5f58-41b1-90ec-7ac7d34699a7.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2f27d098-5f58-41b1-90ec-7ac7d34699a7.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\2f5b66de-6073-47ac-a266-7b7307dcab3e.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/2f5b66de-6073-47ac-a266-7b7307dcab3e.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\30bee289-c6ba-46c1-bb6a-4b3cf231b3aa.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,val,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/30bee289-c6ba-46c1-bb6a-4b3cf231b3aa.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\30cc095b-4ce7-442e-814a-3014daa3c71a.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/30cc095b-4ce7-442e-814a-3014daa3c71a.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3111f67f-9081-4d11-8e27-61b56aebd727.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3111f67f-9081-4d11-8e27-61b56aebd727.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\31573497-b434-4c27-86ba-a53a65d5f9ce.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/31573497-b434-4c27-86ba-a53a65d5f9ce.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\31b7276b-da32-4ea4-ac8c-f8ebdb62931f.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/31b7276b-da32-4ea4-ac8c-f8ebdb62931f.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\33143cb2-a5ef-4bab-b25e-148a8076e5dd.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/33143cb2-a5ef-4bab-b25e-148a8076e5dd.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\344e28c1-90cc-4f7f-afa9-165e1688840f.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/344e28c1-90cc-4f7f-afa9-165e1688840f.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\36350ec5-b735-4f44-89d7-c9e24c1bb773.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/36350ec5-b735-4f44-89d7-c9e24c1bb773.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\36bf21be-04ae-4b64-9d41-4f234300f3d1.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/36bf21be-04ae-4b64-9d41-4f234300f3d1.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3743a8c9-998c-4e9a-91d0-2dcf3ed03ac5.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3743a8c9-998c-4e9a-91d0-2dcf3ed03ac5.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\37ecf2c6-5805-451b-b384-cb4f497d21fc.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/37ecf2c6-5805-451b-b384-cb4f497d21fc.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3887da5f-0673-4769-84b0-e67fcddf1630.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3887da5f-0673-4769-84b0-e67fcddf1630.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\39de6fcf-d914-4c88-87d6-f0d11d865fd2.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,val,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/39de6fcf-d914-4c88-87d6-f0d11d865fd2.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\39f4b14e-ad62-447d-b530-b94a7f225d57.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/39f4b14e-ad62-447d-b530-b94a7f225d57.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3a7f1bb3-9e72-468a-be4a-35bdbc3a2c5d.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3a7f1bb3-9e72-468a-be4a-35bdbc3a2c5d.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3a846710-1570-4ca0-9ff5-dc364b5de079.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3a846710-1570-4ca0-9ff5-dc364b5de079.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3ad598c7-d022-4f6d-8cae-b8ab9a87ff76.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3ad598c7-d022-4f6d-8cae-b8ab9a87ff76.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3af11f3a-f8f4-4c47-aab1-da489a443d39.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,test,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3af11f3a-f8f4-4c47-aab1-da489a443d39.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3b0fab03-6367-4bff-9272-7ed2ba0dfb31.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3b0fab03-6367-4bff-9272-7ed2ba0dfb31.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3c46c5c1-b449-4ecf-8460-42bdf056f270.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3c46c5c1-b449-4ecf-8460-42bdf056f270.avi,gi
HyperKvasir,hyper-kvasir-videos\hyper-kvasir-videos\videos\3d25579b-a196-4869-890e-ef9c944e1a95.avi,video,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos,-1,False,False,False,train,datasets/HyperKvasir/hyper-kvasir-videos/hyper-kvasir-videos/videos/3d25579b-a196-4869-890e-ef9c944e1a95.avi,gi
